,height_x,weight_x,collegeName,Full Name,Team,Position,yearsPro,overall_rating,teamId,nflId,age
1615,6-6,320,Arkansas,John Ridgeway,Cowboys,DT,0.0,66.0,11.0,54643,23.0
1616,6-4,270,South Carolina,Kingsley Enagbare,Packers,ROLB,0.0,64.0,20.0,54644,22.0
1617,6-1,235,Kansas,Kyron Johnson,Eagles,LOLB,0.0,65.0,13.0,54646,24.0
1618,5-10,220,South Carolina,Kevin Harris,Patriots,HB,0.0,61.0,22.0,54648,21.0
1619,6-1,205,Villanova,Christian Benford,Bills,CB,0.0,65.0,3.0,54650,21.0
1620,5-11,225,Oklahoma State,Malcolm Rodriguez,Lions,MLB,0.0,65.0,19.0,54653,23.0
1621,6-6,245,Virginia Tech,Amare Barno,Panthers,RE,0.0,65.0,21.0,54654,23.0
1622,6-0,191,Michigan State,Jalen Nailor,Vikings,WR,0.0,67.0,31.0,54656,23.0
1623,6-4,325,Georgia,Jamaree Salyer,Chargers,LG,0.0,65.0,8.0,54660,22.0
1624,6-4,221,Southern Methodist,Grant Calcaterra,Eagles,TE,0.0,64.0,13.0,54663,23.0
1625,6-5,292,Northwest Missouri State,Sam Roberts,Patriots,LE,0.0,63.0,22.0,54665,24.0
1626,6-0,215,Southern California,Keaontay Ingram,Cardinals,HB,0.0,65.0,7.0,54666,22.0
1628,5-10,205,Baylor,Trestan Ebner,Bears,HB,0.0,65.0,1.0,54668,23.0
1629,6-3,291,Wisconsin,Matt Henningsen,Broncos,LE,0.0,65.0,4.0,54671,23.0
1630,6-0,230,Michigan State,Connor Heyward,Steelers,TE,0.0,62.0,29.0,54673,23.0
1631,6-0,190,Georgia,Derion Kendrick,Rams,CB,0.0,64.0,24.0,54677,22.0
1632,6-3,315,Virginia Tech,Lecitus Smith,Cardinals,RG,0.0,62.0,7.0,54680,24.0
1633,6-5,265,Minnesota,Ko Kieft,Buccaneers,TE,0.0,62.0,6.0,54683,24.0
1634,6-1,195,Penn State,Tariq Castro-Fields,49ers,CB,0.0,65.0,15.0,54686,23.0
1635,6-0,190,Arkansas,Montaric Brown,Jaguars,CB,0.0,64.0,17.0,54687,23.0
1636,6-5,272,Oklahoma,Isaiah Thomas,Browns,LE,0.0,64.0,5.0,54688,23.0
1637,6-2,235,Clemson,Baylon Spector,Bills,MLB,0.0,64.0,3.0,54696,23.0
1638,6-3,210,Lenoir-Rhyne,Dareke Young,Seahawks,WR,0.0,65.0,28.0,54698,23.0
1639,6-0,176,Arizona State,Chase Lucas,Lions,CB,0.0,65.0,19.0,54702,25.0
1640,6-6,315,Ohio State,Thayer Munford,Raiders,LT,0.0,61.0,23.0,54703,22.0
1642,6-0,201,Oklahoma State,Christian Holmes,Commanders,CB,0.0,65.0,26.0,54705,24.0
1643,6-3,204,Washington State,Jaylen Watson,Chiefs,CB,0.0,64.0,9.0,54708,23.0
1644,6-4,200,Valdosta State,Christian Matthew,Cardinals,CB,0.0,64.0,7.0,54709,25.0
1645,6-2,221,Kansas State,Skylar Thompson,Dolphins,QB,0.0,57.0,12.0,54712,25.0
1646,5-11,215,Rutgers,Isiah Pacheco,Chiefs,HB,0.0,64.0,9.0,54716,22.0
1648,5-10,195,Kansas State,Russ Yeast,Rams,CB,0.0,64.0,24.0,54718,23.0
1649,6-3,242,Penn State,Jesse Luketa,Cardinals,LOLB,0.0,63.0,7.0,54721,23.0
1650,6-3,190,Nebraska,Samori Toure,Packers,WR,0.0,66.0,20.0,54723,24.0
1651,6-3,230,Purdue,Zander Horvath,Chargers,FB,0.0,65.0,8.0,54725,23.0
1652,6-1,212,Iowa State,Brock Purdy,49ers,QB,0.0,59.0,15.0,54727,22.0
1656,5-11,183,Mississippi,Jaylon Jones,Bears,SS,0.0,63.0,1.0,54778,24.0
1657,6-2,232,Wisconsin,Jack Sanborn,Bears,ROLB,0.0,63.0,1.0,54781,22.0
1690,6-3,205,Florida A&amp;M,Markquese Bell,Cowboys,SS,0.0,63.0,11.0,55149,23.0
1691,5-10,207,Florida,Malik Davis,Cowboys,HB,0.0,61.0,11.0,55151,23.0
1695,6-5,321,Kansas State,Timmy Horne,Falcons,DT,0.0,62.0,14.0,55173,24.0
